timestamp,user_id,endpoint,use_case,type,ip,jwt_payload,label
2025-06-22T17:57:44.566Z,user004,/browse,ViewPage,READ,31.155.69.68,eyJ1c2VyX2lkIjoidXNlcjAwNCIsImlhdCI6MTc1MDYxNTA2NDU2MSwiZXhwIjoxNzUwNjE1MDY4MTYxfQ,normal
2025-06-22T17:57:44.570Z,user004,/browse,ViewPage,READ,31.155.69.68,eyJ1c2VyX2lkIjoidXNlcjAwNCIsImlhdCI6MTc1MDYxNTA2NDU2MSwiZXhwIjoxNzUwNjE1MDY4MTYxfQ,normal
2025-06-22T17:57:44.686Z,user005,/login,Login,AUTH,116.12.43.79,eyJ1c2VyX2lkIjoidXNlcjAwNSIsImlhdCI6MTc1MDYxNTA2NDY4NX0,normal
2025-06-22T17:57:44.798Z,user006,/login,Login,AUTH,26.183.28.98,eyJ1c2VyX2lkIjoidXNlcjAwNiIsImlhdCI6MTc1MDYxNTA2NDc5N30,normal
2025-06-22T17:57:44.803Z,user006,/browse,ViewPage,READ,26.183.28.98,eyJ1c2VyX2lkIjoidXNlcjAwNiIsImlhdCI6MTc1MDYxNTA2NDc5NywiZXhwIjoxNzUwNjE1MDY4Mzk3fQ,normal
2025-06-22T17:57:44.809Z,user006,/edit,EditContent,UPDATE,26.183.28.98,eyJ1c2VyX2lkIjoidXNlcjAwNiIsImlhdCI6MTc1MDYxNTA2NDc5NywiZXhwIjoxNzUwNjE1MDY4Mzk3fQ,normal
2025-06-22T17:57:44.813Z,user006,/edit,EditContent,UPDATE,26.183.28.98,eyJ1c2VyX2lkIjoidXNlcjAwNiIsImlhdCI6MTc1MDYxNTA2NDc5NywiZXhwIjoxNzUwNjE1MDY4Mzk3fQ,normal
2025-06-22T17:57:44.817Z,user006,/browse,ViewPage,READ,26.183.28.98,eyJ1c2VyX2lkIjoidXNlcjAwNiIsImlhdCI6MTc1MDYxNTA2NDc5NywiZXhwIjoxNzUwNjE1MDY4Mzk3fQ,normal
2025-06-22T17:57:44.822Z,user006,/logout,Logout,AUTH,26.183.28.98,eyJ1c2VyX2lkIjoidXNlcjAwNiIsImlhdCI6MTc1MDYxNTA2NDc5NywiZXhwIjoxNzUwNjE1MDY4Mzk3fQ,normal
2025-06-22T17:57:44.937Z,user007,/login,Login,AUTH,188.11.119.173,eyJ1c2VyX2lkIjoidXNlcjAwNyIsImlhdCI6MTc1MDYxNTA2NDkzNn0,normal
2025-06-22T17:57:44.943Z,user007,/browse,ViewPage,READ,188.11.119.173,eyJ1c2VyX2lkIjoidXNlcjAwNyIsImlhdCI6MTc1MDYxNTA2NDkzNiwiZXhwIjoxNzUwNjE1MDY4NTM2fQ,normal
2025-06-22T17:57:44.948Z,user007,/edit,EditContent,UPDATE,188.11.119.173,eyJ1c2VyX2lkIjoidXNlcjAwNyIsImlhdCI6MTc1MDYxNTA2NDkzNiwiZXhwIjoxNzUwNjE1MDY4NTM2fQ,normal
2025-06-22T17:57:44.952Z,user007,/browse,ViewPage,READ,188.11.119.173,eyJ1c2VyX2lkIjoidXNlcjAwNyIsImlhdCI6MTc1MDYxNTA2NDkzNiwiZXhwIjoxNzUwNjE1MDY4NTM2fQ,normal
2025-06-22T17:57:44.961Z,user007,/logout,Logout,AUTH,188.11.119.173,eyJ1c2VyX2lkIjoidXNlcjAwNyIsImlhdCI6MTc1MDYxNTA2NDkzNiwiZXhwIjoxNzUwNjE1MDY4NTM2fQ,normal
2025-06-22T17:57:45.077Z,user008,/login,Login,AUTH,241.77.5.149,eyJ1c2VyX2lkIjoidXNlcjAwOCIsImlhdCI6MTc1MDYxNTA2NTA3Nn0,normal
2025-06-22T17:57:45.081Z,user008,/browse,ViewPage,READ,241.77.5.149,eyJ1c2VyX2lkIjoidXNlcjAwOCIsImlhdCI6MTc1MDYxNTA2NTA3NiwiZXhwIjoxNzUwNjE1MDY4Njc2fQ,normal
2025-06-22T17:57:45.084Z,user008,/edit,EditContent,UPDATE,241.77.5.149,eyJ1c2VyX2lkIjoidXNlcjAwOCIsImlhdCI6MTc1MDYxNTA2NTA3NiwiZXhwIjoxNzUwNjE1MDY4Njc2fQ,normal
2025-06-22T17:57:45.088Z,user008,/browse,ViewPage,READ,241.77.5.149,eyJ1c2VyX2lkIjoidXNlcjAwOCIsImlhdCI6MTc1MDYxNTA2NTA3NiwiZXhwIjoxNzUwNjE1MDY4Njc2fQ,normal
2025-06-22T17:57:45.091Z,user008,/logout,Logout,AUTH,241.77.5.149,eyJ1c2VyX2lkIjoidXNlcjAwOCIsImlhdCI6MTc1MDYxNTA2NTA3NiwiZXhwIjoxNzUwNjE1MDY4Njc2fQ,normal
2025-06-22T17:57:45.202Z,user009,/login,Login,AUTH,186.19.129.40,eyJ1c2VyX2lkIjoidXNlcjAwOSIsImlhdCI6MTc1MDYxNTA2NTIwMX0,normal
2025-06-22T17:57:45.206Z,user009,/browse,ViewPage,READ,186.19.129.40,eyJ1c2VyX2lkIjoidXNlcjAwOSIsImlhdCI6MTc1MDYxNTA2NTIwMSwiZXhwIjoxNzUwNjE1MDY4ODAxfQ,normal
2025-06-22T17:57:45.210Z,user009,/browse,ViewPage,READ,186.19.129.40,eyJ1c2VyX2lkIjoidXNlcjAwOSIsImlhdCI6MTc1MDYxNTA2NTIwMSwiZXhwIjoxNzUwNjE1MDY4ODAxfQ,normal
2025-06-22T17:57:45.214Z,user009,/logout,Logout,AUTH,186.19.129.40,eyJ1c2VyX2lkIjoidXNlcjAwOSIsImlhdCI6MTc1MDYxNTA2NTIwMSwiZXhwIjoxNzUwNjE1MDY4ODAxfQ,normal
2025-06-22T17:57:45.327Z,user010,/login,Login,AUTH,158.33.157.37,eyJ1c2VyX2lkIjoidXNlcjAxMCIsImlhdCI6MTc1MDYxNTA2NTMyNn0,normal
2025-06-22T17:57:45.332Z,user010,/browse,ViewPage,READ,158.33.157.37,eyJ1c2VyX2lkIjoidXNlcjAxMCIsImlhdCI6MTc1MDYxNTA2NTMyNiwiZXhwIjoxNzUwNjE1MDY4OTI2fQ,normal
2025-06-22T17:57:45.336Z,user010,/logout,Logout,AUTH,158.33.157.37,eyJ1c2VyX2lkIjoidXNlcjAxMCIsImlhdCI6MTc1MDYxNTA2NTMyNiwiZXhwIjoxNzUwNjE1MDY4OTI2fQ,normal
2025-06-22T17:57:45.451Z,user011,/login,Login,AUTH,44.200.152.99,eyJ1c2VyX2lkIjoidXNlcjAxMSIsImlhdCI6MTc1MDYxNTA2NTQ1MH0,normal
2025-06-22T17:57:45.455Z,user011,/browse,ViewPage,READ,44.200.152.99,eyJ1c2VyX2lkIjoidXNlcjAxMSIsImlhdCI6MTc1MDYxNTA2NTQ1MCwiZXhwIjoxNzUwNjE1MDY5MDUwfQ,normal
2025-06-22T17:57:45.562Z,user012,/login,Login,AUTH,57.203.10.23,eyJ1c2VyX2lkIjoidXNlcjAxMiIsImlhdCI6MTc1MDYxNTA2NTU2MX0,normal
2025-06-22T17:57:45.566Z,user012,/browse,ViewPage,READ,57.203.10.23,eyJ1c2VyX2lkIjoidXNlcjAxMiIsImlhdCI6MTc1MDYxNTA2NTU2MSwiZXhwIjoxNzUwNjE1MDY5MTYxfQ,normal
2025-06-22T17:57:45.571Z,user012,/edit,EditContent,UPDATE,57.203.10.23,eyJ1c2VyX2lkIjoidXNlcjAxMiIsImlhdCI6MTc1MDYxNTA2NTU2MSwiZXhwIjoxNzUwNjE1MDY5MTYxfQ,normal
2025-06-22T17:57:45.576Z,user012,/logout,Logout,AUTH,57.203.10.23,eyJ1c2VyX2lkIjoidXNlcjAxMiIsImlhdCI6MTc1MDYxNTA2NTU2MSwiZXhwIjoxNzUwNjE1MDY5MTYxfQ,normal
2025-06-22T17:57:45.686Z,user013,/login,Login,AUTH,63.104.136.50,eyJ1c2VyX2lkIjoidXNlcjAxMyIsImlhdCI6MTc1MDYxNTA2NTY4NX0,normal
2025-06-22T17:57:45.690Z,user013,/browse,ViewPage,READ,63.104.136.50,eyJ1c2VyX2lkIjoidXNlcjAxMyIsImlhdCI6MTc1MDYxNTA2NTY4NSwiZXhwIjoxNzUwNjE1MDY5Mjg1fQ,normal
2025-06-22T17:57:45.694Z,user013,/edit,EditContent,UPDATE,63.104.136.50,eyJ1c2VyX2lkIjoidXNlcjAxMyIsImlhdCI6MTc1MDYxNTA2NTY4NSwiZXhwIjoxNzUwNjE1MDY5Mjg1fQ,normal
2025-06-22T17:57:45.696Z,user013,/browse,ViewPage,READ,63.104.136.50,eyJ1c2VyX2lkIjoidXNlcjAxMyIsImlhdCI6MTc1MDYxNTA2NTY4NSwiZXhwIjoxNzUwNjE1MDY5Mjg1fQ,normal
2025-06-22T17:57:45.700Z,user013,/logout,Logout,AUTH,63.104.136.50,eyJ1c2VyX2lkIjoidXNlcjAxMyIsImlhdCI6MTc1MDYxNTA2NTY4NSwiZXhwIjoxNzUwNjE1MDY5Mjg1fQ,normal
2025-06-22T17:57:45.810Z,user014,/login,Login,AUTH,209.214.167.182,eyJ1c2VyX2lkIjoidXNlcjAxNCIsImlhdCI6MTc1MDYxNTA2NTgwOX0,normal
2025-06-22T17:57:45.813Z,user014,/browse,ViewPage,READ,209.214.167.182,eyJ1c2VyX2lkIjoidXNlcjAxNCIsImlhdCI6MTc1MDYxNTA2NTgwOSwiZXhwIjoxNzUwNjE1MDY5NDA5fQ,normal
2025-06-22T17:57:45.817Z,user014,/logout,Logout,AUTH,209.214.167.182,eyJ1c2VyX2lkIjoidXNlcjAxNCIsImlhdCI6MTc1MDYxNTA2NTgwOSwiZXhwIjoxNzUwNjE1MDY5NDA5fQ,normal
2025-06-22T17:57:45.935Z,user015,/login,Login,AUTH,55.63.217.199,eyJ1c2VyX2lkIjoidXNlcjAxNSIsImlhdCI6MTc1MDYxNTA2NTkzNH0,normal
2025-06-22T17:57:46.044Z,user016,/login,Login,AUTH,213.171.154.64,eyJ1c2VyX2lkIjoidXNlcjAxNiIsImlhdCI6MTc1MDYxNTA2NjA0M30,normal
2025-06-22T17:57:46.048Z,user016,/browse,ViewPage,READ,213.171.154.64,eyJ1c2VyX2lkIjoidXNlcjAxNiIsImlhdCI6MTc1MDYxNTA2NjA0MywiZXhwIjoxNzUwNjE1MDY5NjQzfQ,normal
2025-06-22T17:57:46.051Z,user016,/edit,EditContent,UPDATE,213.171.154.64,eyJ1c2VyX2lkIjoidXNlcjAxNiIsImlhdCI6MTc1MDYxNTA2NjA0MywiZXhwIjoxNzUwNjE1MDY5NjQzfQ,normal
2025-06-22T17:57:46.167Z,user017,/login,Login,AUTH,174.6.82.113,eyJ1c2VyX2lkIjoidXNlcjAxNyIsImlhdCI6MTc1MDYxNTA2NjE2Nn0,normal
2025-06-22T17:57:46.170Z,user017,/edit,EditContent,UPDATE,174.6.82.113,eyJ1c2VyX2lkIjoidXNlcjAxNyIsImlhdCI6MTc1MDYxNTA2NjE2NiwiZXhwIjoxNzUwNjE1MDY5NzY2fQ,normal
2025-06-22T17:57:46.276Z,user018,/login,Login,AUTH,107.73.199.140,eyJ1c2VyX2lkIjoidXNlcjAxOCIsImlhdCI6MTc1MDYxNTA2NjI3Nn0,normal
2025-06-22T17:57:46.280Z,user018,/edit,EditContent,UPDATE,107.73.199.140,eyJ1c2VyX2lkIjoidXNlcjAxOCIsImlhdCI6MTc1MDYxNTA2NjI3NiwiZXhwIjoxNzUwNjE1MDY5ODc2fQ,normal
2025-06-22T17:57:46.284Z,user018,/logout,Logout,AUTH,107.73.199.140,eyJ1c2VyX2lkIjoidXNlcjAxOCIsImlhdCI6MTc1MDYxNTA2NjI3NiwiZXhwIjoxNzUwNjE1MDY5ODc2fQ,normal
2025-06-22T17:57:46.402Z,user019,/login,Login,AUTH,31.186.36.57,eyJ1c2VyX2lkIjoidXNlcjAxOSIsImlhdCI6MTc1MDYxNTA2NjQwMX0,normal
2025-06-22T17:57:46.406Z,user019,/logout,Logout,AUTH,31.186.36.57,eyJ1c2VyX2lkIjoidXNlcjAxOSIsImlhdCI6MTc1MDYxNTA2NjQwMSwiZXhwIjoxNzUwNjE1MDcwMDAxfQ,normal
2025-06-22T17:57:46.511Z,user020,/login,Login,AUTH,233.244.241.209,eyJ1c2VyX2lkIjoidXNlcjAyMCIsImlhdCI6MTc1MDYxNTA2NjUxMH0,normal
2025-06-22T17:57:46.514Z,user020,/edit,EditContent,UPDATE,233.244.241.209,eyJ1c2VyX2lkIjoidXNlcjAyMCIsImlhdCI6MTc1MDYxNTA2NjUxMCwiZXhwIjoxNzUwNjE1MDcwMTEwfQ,normal
2025-06-22T17:57:46.517Z,user020,/edit,EditContent,UPDATE,233.244.241.209,eyJ1c2VyX2lkIjoidXNlcjAyMCIsImlhdCI6MTc1MDYxNTA2NjUxMCwiZXhwIjoxNzUwNjE1MDcwMTEwfQ,normal
2025-06-22T17:57:46.521Z,user020,/edit,EditContent,UPDATE,233.244.241.209,eyJ1c2VyX2lkIjoidXNlcjAyMCIsImlhdCI6MTc1MDYxNTA2NjUxMCwiZXhwIjoxNzUwNjE1MDcwMTEwfQ,normal
2025-06-22T17:57:46.636Z,user021,/login,Login,AUTH,199.39.209.36,eyJ1c2VyX2lkIjoidXNlcjAyMSIsImlhdCI6MTc1MDYxNTA2NjYzNX0,normal
2025-06-22T17:57:46.639Z,user021,/browse,ViewPage,READ,199.39.209.36,eyJ1c2VyX2lkIjoidXNlcjAyMSIsImlhdCI6MTc1MDYxNTA2NjYzNSwiZXhwIjoxNzUwNjE1MDcwMjM1fQ,normal
2025-06-22T17:57:46.642Z,user021,/edit,EditContent,UPDATE,199.39.209.36,eyJ1c2VyX2lkIjoidXNlcjAyMSIsImlhdCI6MTc1MDYxNTA2NjYzNSwiZXhwIjoxNzUwNjE1MDcwMjM1fQ,normal
2025-06-22T17:57:46.645Z,user021,/edit,EditContent,UPDATE,199.39.209.36,eyJ1c2VyX2lkIjoidXNlcjAyMSIsImlhdCI6MTc1MDYxNTA2NjYzNSwiZXhwIjoxNzUwNjE1MDcwMjM1fQ,normal
2025-06-22T17:57:46.648Z,user021,/browse,ViewPage,READ,199.39.209.36,eyJ1c2VyX2lkIjoidXNlcjAyMSIsImlhdCI6MTc1MDYxNTA2NjYzNSwiZXhwIjoxNzUwNjE1MDcwMjM1fQ,normal
2025-06-22T17:57:46.651Z,user021,/logout,Logout,AUTH,199.39.209.36,eyJ1c2VyX2lkIjoidXNlcjAyMSIsImlhdCI6MTc1MDYxNTA2NjYzNSwiZXhwIjoxNzUwNjE1MDcwMjM1fQ,normal
2025-06-22T17:57:46.760Z,user022,/login,Login,AUTH,218.89.186.32,eyJ1c2VyX2lkIjoidXNlcjAyMiIsImlhdCI6MTc1MDYxNTA2Njc1OX0,normal
2025-06-22T17:57:46.763Z,user022,/browse,ViewPage,READ,218.89.186.32,eyJ1c2VyX2lkIjoidXNlcjAyMiIsImlhdCI6MTc1MDYxNTA2Njc1OSwiZXhwIjoxNzUwNjE1MDcwMzU5fQ,normal
2025-06-22T17:57:46.766Z,user022,/edit,EditContent,UPDATE,218.89.186.32,eyJ1c2VyX2lkIjoidXNlcjAyMiIsImlhdCI6MTc1MDYxNTA2Njc1OSwiZXhwIjoxNzUwNjE1MDcwMzU5fQ,normal
2025-06-22T17:57:46.769Z,user022,/edit,EditContent,UPDATE,218.89.186.32,eyJ1c2VyX2lkIjoidXNlcjAyMiIsImlhdCI6MTc1MDYxNTA2Njc1OSwiZXhwIjoxNzUwNjE1MDcwMzU5fQ,normal
2025-06-22T17:57:46.772Z,user022,/browse,ViewPage,READ,218.89.186.32,eyJ1c2VyX2lkIjoidXNlcjAyMiIsImlhdCI6MTc1MDYxNTA2Njc1OSwiZXhwIjoxNzUwNjE1MDcwMzU5fQ,normal
2025-06-22T17:57:46.775Z,user022,/logout,Logout,AUTH,218.89.186.32,eyJ1c2VyX2lkIjoidXNlcjAyMiIsImlhdCI6MTc1MDYxNTA2Njc1OSwiZXhwIjoxNzUwNjE1MDcwMzU5fQ,normal
2025-06-22T17:57:46.885Z,user023,/login,Login,AUTH,3.68.146.21,eyJ1c2VyX2lkIjoidXNlcjAyMyIsImlhdCI6MTc1MDYxNTA2Njg4NX0,normal
2025-06-22T17:57:46.888Z,user023,/browse,ViewPage,READ,3.68.146.21,eyJ1c2VyX2lkIjoidXNlcjAyMyIsImlhdCI6MTc1MDYxNTA2Njg4NSwiZXhwIjoxNzUwNjE1MDcwNDg1fQ,normal
2025-06-22T17:57:46.891Z,user023,/edit,EditContent,UPDATE,3.68.146.21,eyJ1c2VyX2lkIjoidXNlcjAyMyIsImlhdCI6MTc1MDYxNTA2Njg4NSwiZXhwIjoxNzUwNjE1MDcwNDg1fQ,normal
2025-06-22T17:57:46.894Z,user023,/browse,ViewPage,READ,3.68.146.21,eyJ1c2VyX2lkIjoidXNlcjAyMyIsImlhdCI6MTc1MDYxNTA2Njg4NSwiZXhwIjoxNzUwNjE1MDcwNDg1fQ,normal
2025-06-22T17:57:46.897Z,user023,/logout,Logout,AUTH,3.68.146.21,eyJ1c2VyX2lkIjoidXNlcjAyMyIsImlhdCI6MTc1MDYxNTA2Njg4NSwiZXhwIjoxNzUwNjE1MDcwNDg1fQ,normal
2025-06-22T17:57:47.010Z,user024,/login,Login,AUTH,125.20.152.121,eyJ1c2VyX2lkIjoidXNlcjAyNCIsImlhdCI6MTc1MDYxNTA2NzAwOX0,normal
2025-06-22T17:57:47.013Z,user024,/browse,ViewPage,READ,125.20.152.121,eyJ1c2VyX2lkIjoidXNlcjAyNCIsImlhdCI6MTc1MDYxNTA2NzAwOSwiZXhwIjoxNzUwNjE1MDcwNjA5fQ,normal
2025-06-22T17:57:47.016Z,user024,/edit,EditContent,UPDATE,125.20.152.121,eyJ1c2VyX2lkIjoidXNlcjAyNCIsImlhdCI6MTc1MDYxNTA2NzAwOSwiZXhwIjoxNzUwNjE1MDcwNjA5fQ,normal
2025-06-22T17:57:47.134Z,user025,/login,Login,AUTH,180.161.113.80,eyJ1c2VyX2lkIjoidXNlcjAyNSIsImlhdCI6MTc1MDYxNTA2NzEzNH0,normal
2025-06-22T17:57:47.137Z,user025,/browse,ViewPage,READ,180.161.113.80,eyJ1c2VyX2lkIjoidXNlcjAyNSIsImlhdCI6MTc1MDYxNTA2NzEzNCwiZXhwIjoxNzUwNjE1MDcwNzM0fQ,normal
2025-06-22T17:57:47.140Z,user025,/edit,EditContent,UPDATE,180.161.113.80,eyJ1c2VyX2lkIjoidXNlcjAyNSIsImlhdCI6MTc1MDYxNTA2NzEzNCwiZXhwIjoxNzUwNjE1MDcwNzM0fQ,normal
2025-06-22T17:57:47.260Z,user026,/login,Login,AUTH,96.190.115.167,eyJ1c2VyX2lkIjoidXNlcjAyNiIsImlhdCI6MTc1MDYxNTA2NzI1OX0,normal
2025-06-22T17:57:47.263Z,user026,/browse,ViewPage,READ,96.190.115.167,eyJ1c2VyX2lkIjoidXNlcjAyNiIsImlhdCI6MTc1MDYxNTA2NzI1OSwiZXhwIjoxNzUwNjE1MDcwODU5fQ,normal
2025-06-22T17:57:47.266Z,user026,/edit,EditContent,UPDATE,96.190.115.167,eyJ1c2VyX2lkIjoidXNlcjAyNiIsImlhdCI6MTc1MDYxNTA2NzI1OSwiZXhwIjoxNzUwNjE1MDcwODU5fQ,normal
2025-06-22T17:57:47.269Z,user026,/logout,Logout,AUTH,96.190.115.167,eyJ1c2VyX2lkIjoidXNlcjAyNiIsImlhdCI6MTc1MDYxNTA2NzI1OSwiZXhwIjoxNzUwNjE1MDcwODU5fQ,normal
2025-06-22T17:57:47.384Z,user027,/login,Login,AUTH,211.1.85.165,eyJ1c2VyX2lkIjoidXNlcjAyNyIsImlhdCI6MTc1MDYxNTA2NzM4M30,normal
2025-06-22T17:57:47.493Z,user028,/login,Login,AUTH,103.158.245.217,eyJ1c2VyX2lkIjoidXNlcjAyOCIsImlhdCI6MTc1MDYxNTA2NzQ5Mn0,normal
2025-06-22T17:57:47.602Z,user029,/login,Login,AUTH,171.173.86.144,eyJ1c2VyX2lkIjoidXNlcjAyOSIsImlhdCI6MTc1MDYxNTA2NzYwMX0,normal
2025-06-22T17:57:47.605Z,user029,/edit,EditContent,UPDATE,171.173.86.144,eyJ1c2VyX2lkIjoidXNlcjAyOSIsImlhdCI6MTc1MDYxNTA2NzYwMSwiZXhwIjoxNzUwNjE1MDcxMjAxfQ,normal
2025-06-22T17:57:47.608Z,user029,/logout,Logout,AUTH,171.173.86.144,eyJ1c2VyX2lkIjoidXNlcjAyOSIsImlhdCI6MTc1MDYxNTA2NzYwMSwiZXhwIjoxNzUwNjE1MDcxMjAxfQ,normal
2025-06-22T17:57:47.727Z,user030,/login,Login,AUTH,56.134.235.38,eyJ1c2VyX2lkIjoidXNlcjAzMCIsImlhdCI6MTc1MDYxNTA2NzcyNn0,normal
2025-06-22T17:57:47.730Z,user030,/browse,ViewPage,READ,56.134.235.38,eyJ1c2VyX2lkIjoidXNlcjAzMCIsImlhdCI6MTc1MDYxNTA2NzcyNiwiZXhwIjoxNzUwNjE1MDcxMzI2fQ,normal
2025-06-22T17:57:47.733Z,user030,/browse,ViewPage,READ,56.134.235.38,eyJ1c2VyX2lkIjoidXNlcjAzMCIsImlhdCI6MTc1MDYxNTA2NzcyNiwiZXhwIjoxNzUwNjE1MDcxMzI2fQ,normal
2025-06-22T17:57:47.736Z,user030,/browse,ViewPage,READ,56.134.235.38,eyJ1c2VyX2lkIjoidXNlcjAzMCIsImlhdCI6MTc1MDYxNTA2NzcyNiwiZXhwIjoxNzUwNjE1MDcxMzI2fQ,normal
2025-06-22T17:57:47.739Z,user030,/browse,ViewPage,READ,56.134.235.38,eyJ1c2VyX2lkIjoidXNlcjAzMCIsImlhdCI6MTc1MDYxNTA2NzcyNiwiZXhwIjoxNzUwNjE1MDcxMzI2fQ,normal
2025-06-22T17:57:47.742Z,user030,/logout,Logout,AUTH,56.134.235.38,eyJ1c2VyX2lkIjoidXNlcjAzMCIsImlhdCI6MTc1MDYxNTA2NzcyNiwiZXhwIjoxNzUwNjE1MDcxMzI2fQ,normal
2025-06-22T17:57:47.852Z,user031,/login,Login,AUTH,59.183.15.107,eyJ1c2VyX2lkIjoidXNlcjAzMSIsImlhdCI6MTc1MDYxNTA2Nzg1MX0,normal
2025-06-22T17:57:47.855Z,user031,/logout,Logout,AUTH,59.183.15.107,eyJ1c2VyX2lkIjoidXNlcjAzMSIsImlhdCI6MTc1MDYxNTA2Nzg1MSwiZXhwIjoxNzUwNjE1MDcxNDUxfQ,normal
2025-06-22T17:57:47.960Z,user032,/login,Login,AUTH,58.136.80.171,eyJ1c2VyX2lkIjoidXNlcjAzMiIsImlhdCI6MTc1MDYxNTA2Nzk2MH0,normal
2025-06-22T17:57:47.963Z,user032,/browse,ViewPage,READ,58.136.80.171,eyJ1c2VyX2lkIjoidXNlcjAzMiIsImlhdCI6MTc1MDYxNTA2Nzk2MCwiZXhwIjoxNzUwNjE1MDcxNTYwfQ,normal
2025-06-22T17:57:47.967Z,user032,/edit,EditContent,UPDATE,58.136.80.171,eyJ1c2VyX2lkIjoidXNlcjAzMiIsImlhdCI6MTc1MDYxNTA2Nzk2MCwiZXhwIjoxNzUwNjE1MDcxNTYwfQ,normal
2025-06-22T17:57:48.071Z,user033,/login,Login,AUTH,142.7.69.86,eyJ1c2VyX2lkIjoidXNlcjAzMyIsImlhdCI6MTc1MDYxNTA2ODA3MH0,normal
2025-06-22T17:57:48.179Z,user034,/login,Login,AUTH,147.124.194.232,eyJ1c2VyX2lkIjoidXNlcjAzNCIsImlhdCI6MTc1MDYxNTA2ODE3OX0,normal
2025-06-22T17:57:48.183Z,user034,/browse,ViewPage,READ,147.124.194.232,eyJ1c2VyX2lkIjoidXNlcjAzNCIsImlhdCI6MTc1MDYxNTA2ODE3OSwiZXhwIjoxNzUwNjE1MDcxNzc5fQ,normal
2025-06-22T17:57:48.186Z,user034,/edit,EditContent,UPDATE,147.124.194.232,eyJ1c2VyX2lkIjoidXNlcjAzNCIsImlhdCI6MTc1MDYxNTA2ODE3OSwiZXhwIjoxNzUwNjE1MDcxNzc5fQ,normal
2025-06-22T17:57:48.190Z,user034,/browse,ViewPage,READ,147.124.194.232,eyJ1c2VyX2lkIjoidXNlcjAzNCIsImlhdCI6MTc1MDYxNTA2ODE3OSwiZXhwIjoxNzUwNjE1MDcxNzc5fQ,normal
2025-06-22T17:57:48.193Z,user034,/logout,Logout,AUTH,147.124.194.232,eyJ1c2VyX2lkIjoidXNlcjAzNCIsImlhdCI6MTc1MDYxNTA2ODE3OSwiZXhwIjoxNzUwNjE1MDcxNzc5fQ,normal
2025-06-22T17:57:48.304Z,user035,/login,Login,AUTH,230.126.35.221,eyJ1c2VyX2lkIjoidXNlcjAzNSIsImlhdCI6MTc1MDYxNTA2ODMwM30,normal
2025-06-22T17:57:48.308Z,user035,/logout,Logout,AUTH,230.126.35.221,eyJ1c2VyX2lkIjoidXNlcjAzNSIsImlhdCI6MTc1MDYxNTA2ODMwMywiZXhwIjoxNzUwNjE1MDcxOTAzfQ,normal
2025-06-22T17:57:48.413Z,user036,/login,Login,AUTH,45.88.170.94,eyJ1c2VyX2lkIjoidXNlcjAzNiIsImlhdCI6MTc1MDYxNTA2ODQxM30,normal
